Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000040000000 CH2:0.0000040000000,,Second,Volt,Volt
,,,-0.03905599937,0.00,0.00
,,,-0.03905199841,0.00,0.00
,,,-0.03904800117,0.00,0.00
,,,-0.03904400021,0.00,0.08000
,,,-0.03903999925,0.00,0.00
,,,-0.03903599828,0.00,0.00
,,,-0.03903200105,0.00,0.00
,,,-0.03902800009,-0.08000,0.00
,,,-0.03902399912,0.00,0.00
,,,-0.03901999816,-0.08000,0.00
,,,-0.03901600093,0.00,0.00
,,,-0.03901199996,0.00,0.00
,,,-0.03900799900,-0.08000,0.00
,,,-0.03900399804,0.00,0.00
,,,-0.03900000080,0.00,0.00
,,,-0.03899599984,0.00,0.00
,,,-0.03899199888,0.00,0.00
,,,-0.03898800164,0.00,0.00
,,,-0.03898400068,0.00,0.00
,,,-0.03897999972,0.00,0.00
,,,-0.03897599876,0.00,0.00
,,,-0.03897200152,0.00,0.00
,,,-0.03896800056,0.00,0.00
,,,-0.03896399960,0.00,0.00
,,,-0.03895999864,0.00,0.00
,,,-0.03895600140,0.00,0.00
,,,-0.03895200044,0.00,0.00
,,,-0.03894799948,0.00,0.00
,,,-0.03894399852,0.00,0.00
,,,-0.03894000128,-0.08000,0.00
,,,-0.03893600032,0.00,0.00
,,,-0.03893199936,0.00,0.00
,,,-0.03892799839,0.00,0.00
,,,-0.03892400116,-0.08000,0.00
,,,-0.03892000020,0.00,0.00
,,,-0.03891599923,0.00,0.00
,,,-0.03891199827,0.00,0.00
,,,-0.03890800104,0.00,0.00
,,,-0.03890400007,0.00,0.00
,,,-0.03889999911,0.00,0.00
,,,-0.03889599815,0.00,0.00
,,,-0.03889200091,0.00,0.00
,,,-0.03888799995,0.00,0.00
,,,-0.03888399899,0.00,0.00
,,,-0.03888000175,0.00,0.00
,,,-0.03887600079,0.00,0.00
,,,-0.03887199983,0.00,0.00
,,,-0.03886799887,0.00,0.00
,,,-0.03886400163,0.00,0.00
,,,-0.03886000067,0.00,0.00
,,,-0.03885599971,0.00,0.00
,,,-0.03885199875,0.00,-0.08000
,,,-0.03884800151,0.00,0.00
,,,-0.03884400055,0.00,0.00
,,,-0.03883999959,-0.08000,0.00
,,,-0.03883599862,0.00,0.00
,,,-0.03883200139,0.00,0.00
,,,-0.03882800043,0.00,0.08000
,,,-0.03882399946,0.00,0.00
,,,-0.03881999850,0.00,0.00
,,,-0.03881600127,-0.08000,0.00
,,,-0.03881200030,0.00,0.00
,,,-0.03880799934,0.00,0.00
,,,-0.03880399838,-0.08000,0.00
,,,-0.03880000114,0.00,0.00
,,,-0.03879600018,0.00,0.00
,,,-0.03879199922,0.00,0.00
,,,-0.03878799826,0.00,0.00
,,,-0.03878400102,-0.08000,0.00
,,,-0.03878000006,0.00,0.00
,,,-0.03877599910,0.00,0.08000
,,,-0.03877199814,0.00,0.00
,,,-0.03876800090,0.00,0.00
,,,-0.03876399994,-0.08000,0.00
,,,-0.03875999898,-0.08000,0.00
,,,-0.03875600174,0.00,0.00
,,,-0.03875200078,0.00,0.00
,,,-0.03874799982,0.00,0.00
,,,-0.03874399886,0.00,0.00
,,,-0.03874000162,0.00,-0.08000
,,,-0.03873600066,0.00,0.00
,,,-0.03873199970,0.00,0.00
,,,-0.03872799873,0.00,0.00
,,,-0.03872400150,0.00,0.00
,,,-0.03872000054,0.00,-0.08000
,,,-0.03871599957,-0.08000,0.00
,,,-0.03871199861,0.00,0.00
,,,-0.03870800138,0.00,-0.08000
,,,-0.03870400041,0.00,0.00
,,,-0.03869999945,0.00,0.00
,,,-0.03869599849,0.00,0.00
,,,-0.03869200125,0.00,0.00
,,,-0.03868800029,0.00,0.00
,,,-0.03868399933,0.00,-0.08000
,,,-0.03867999837,0.00,0.00
,,,-0.03867600113,0.00,-0.08000
,,,-0.03867200017,-0.08000,0.00
,,,-0.03866799921,0.00,0.00
,,,-0.03866399825,0.00,-0.08000
,,,-0.03866000101,0.00,0.00
,,,-0.03865600005,0.00,0.00
,,,-0.03865199909,0.00,0.00
,,,-0.03864799812,0.00,0.00
,,,-0.03864400089,0.00,-0.08000
,,,-0.03863999993,0.00,0.00
,,,-0.03863599896,-0.08000,0.00
,,,-0.03863200173,-0.08000,0.00
,,,-0.03862800077,0.00,0.00
,,,-0.03862399980,0.00,0.00
,,,-0.03861999884,-0.08000,0.00
,,,-0.03861600161,0.00,0.00
,,,-0.03861200064,0.00,0.00
,,,-0.03860799968,0.00,-0.08000
,,,-0.03860399872,0.00,0.00
,,,-0.03860000148,0.00,0.00
,,,-0.03859600052,0.00,0.00
,,,-0.03859199956,0.00,0.00
,,,-0.03858799860,0.00,0.00
,,,-0.03858400136,0.00,0.00
,,,-0.03858000040,0.00,0.00
,,,-0.03857599944,0.00,0.00
,,,-0.03857199848,-0.08000,0.00
,,,-0.03856800124,-0.08000,0.00
,,,-0.03856400028,-0.08000,0.00
,,,-0.03855999932,0.00,0.00
,,,-0.03855599836,0.00,0.00
,,,-0.03855200112,-0.08000,0.00
,,,-0.03854800016,0.00,0.00
,,,-0.03854399920,0.00,0.00
,,,-0.03853999823,0.00,0.00
,,,-0.03853600100,0.00,0.00
,,,-0.03853200004,0.00,-0.08000
,,,-0.03852799907,0.00,0.00
,,,-0.03852399811,0.00,-0.08000
,,,-0.03852000087,0.00,0.00
,,,-0.03851599991,-0.08000,0.00
,,,-0.03851199895,0.00,0.00
,,,-0.03850800171,0.00,-0.08000
,,,-0.03850400075,-0.08000,0.00
,,,-0.03849999979,0.00,0.00
,,,-0.03849599883,0.00,0.00
,,,-0.03849200159,0.00,-0.08000
,,,-0.03848800063,0.00,0.00
,,,-0.03848399967,-0.08000,0.00
,,,-0.03847999871,0.00,0.00
,,,-0.03847600147,0.00,-0.08000
,,,-0.03847200051,0.00,0.00
,,,-0.03846799955,0.00,0.00
,,,-0.03846399859,-0.08000,0.00
,,,-0.03846000135,0.00,0.00
,,,-0.03845600039,0.00,0.00
,,,-0.03845199943,0.00,0.00
,,,-0.03844799846,0.00,0.00
,,,-0.03844400123,0.00,0.00
,,,-0.03844000027,0.00,-0.08000
,,,-0.03843599930,0.00,0.00
,,,-0.03843199834,0.00,-0.08000
,,,-0.03842800111,0.00,0.00
,,,-0.03842400014,0.00,0.00
,,,-0.03841999918,-0.08000,0.00
,,,-0.03841599822,0.00,-0.08000
,,,-0.03841200098,-0.08000,0.00
,,,-0.03840800002,0.00,0.00
,,,-0.03840399906,0.00,0.00
,,,-0.03839999810,0.00,0.00
,,,-0.03839600086,0.00,0.00
,,,-0.03839199990,0.00,-0.08000
,,,-0.03838799894,0.08000,0.00
,,,-0.03838400170,0.00,0.00
,,,-0.03838000074,0.00,0.00
,,,-0.03837599978,0.00,0.00
,,,-0.03837199882,0.00,0.08000
,,,-0.03836800158,0.00,0.00
,,,-0.03836400062,0.00,0.00
,,,-0.03835999966,0.00,0.00
,,,-0.03835599869,0.00,0.00
,,,-0.03835200146,0.00,0.00
,,,-0.03834800050,0.00,0.00
,,,-0.03834399953,0.00,0.00
,,,-0.03833999857,0.00,0.00
,,,-0.03833600134,0.00,0.00
,,,-0.03833200037,0.00,0.00
,,,-0.03832799941,-0.08000,0.00
,,,-0.03832399845,-0.08000,0.00
,,,-0.03832000121,0.00,0.00
,,,-0.03831600025,0.00,0.00
,,,-0.03831199929,0.00,0.00
,,,-0.03830799833,0.00,0.00
,,,-0.03830400109,0.00,0.00
,,,-0.03830000013,-0.08000,0.00
,,,-0.03829599917,0.00,-0.08000
,,,-0.03829199821,0.00,0.00
,,,-0.03828800097,0.00,0.00
,,,-0.03828400001,-0.08000,0.00
,,,-0.03827999905,0.00,0.00
,,,-0.03827599809,-0.08000,0.00
,,,-0.03827200085,0.00,0.00
,,,-0.03826799989,0.00,0.00
,,,-0.03826399893,-0.08000,0.00
,,,-0.03826000169,0.00,0.00
,,,-0.03825600073,0.00,0.00
,,,-0.03825199977,0.00,0.00
,,,-0.03824799880,0.00,-0.08000
,,,-0.03824400157,0.00,0.00
,,,-0.03824000061,0.00,0.00
,,,-0.03823599964,0.00,0.00
,,,-0.03823199868,0.00,0.00
,,,-0.03822800145,-0.08000,0.00
,,,-0.03822400048,-0.08000,-0.08000
,,,-0.03821999952,0.00,0.00
,,,-0.03821599856,0.00,0.00
,,,-0.03821200132,0.00,0.00
,,,-0.03820800036,0.00,0.00
,,,-0.03820399940,0.00,0.00
,,,-0.03819999844,-0.08000,0.00
,,,-0.03819600120,-0.08000,0.00
,,,-0.03819200024,0.00,0.00
,,,-0.03818799928,-0.08000,0.08000
,,,-0.03818399832,0.00,0.00
,,,-0.03818000108,0.00,0.00
,,,-0.03817600012,0.00,0.00
,,,-0.03817199916,0.00,0.00
,,,-0.03816799819,0.00,0.00
,,,-0.03816400096,0.00,0.00
,,,-0.03816000000,0.00,0.00
,,,-0.03815599903,0.00,0.00
,,,-0.03815199807,0.00,0.00
,,,-0.03814800084,0.00,0.00
,,,-0.03814399987,0.00,0.00
,,,-0.03813999891,0.00,0.00
